feature,changed_feature
it is brown,is brown
it eats meat,eats meat
it has a snout,has a snout
it lives in a dam,lives in a dam
it is an animal,is an animal
it is furry,is furry
it is a relative of rodents,is a relative of rodents
it is a rodent,is a rodent
it has teeth,has teeth
it is brown,is brown
it has a tail,has a tail
it has large front teeth,has large front teeth
it is hunted for its fur,is hunted for its fur
it has a flat tail,has a flat tail
it builds dams and lodges in the water,builds dams and lodges in the water
it is soft,is soft
it is made of wood,is made of wood
it has a mattress,has a mattress
it is used for sleeping,is used for sleeping
it has a frame,has a frame
it has sheets,has sheets
it has a pillow,has a pillow
it is used for resting,is used for resting
it is a place to sleep,is a place to sleep
it has wings,has wings
it is black,is black
it has a hard shell,has a hard shell
it is an insect,is an insect
it is small,is small
it lives in trees,lives in trees
it lives in forests,lives in forests
it is a wood - eating insect,is a wood - eating insect
it eats trees,eats trees
it is worn around the waist,is worn around the waist
it is used to hold up pants,is used to hold up pants
it holds up pants,holds up pants
it is made of leather,is made of leather
it has holes for buckles,has holes for buckles
it is used to hold up pants,is used to hold up pants
it is made of cloth,is made of cloth
it has holes for buckles,has holes for buckles
it is used to hold up pants,is used to hold up pants
it is made of plastic,is made of plastic
it is made from wood,is made from wood
it has a back,has a back
it is hard,is hard
it is used to sit on,is used to sit on
it has legs,has legs
it is a piece of furniture,is a piece of furniture
it is used to sit on,is used to sit on
it is made from wheat,is made from wheat
it is made from flour,is made from flour
it is baked,is baked
it is small,is small
it is eaten with tea,is eaten with tea
it is round,is round
it has a hole,has a hole
it has a sweet taste,has a sweet taste
it is made for tea time,is made for tea time
it has a crumbly texture,has a crumbly texture
it is a kitchen appliance,is a kitchen appliance
it is used for mixing food,is used for mixing food
it is used for chopping food,is used for chopping food
it is used for making smoothies,is used for making smoothies
it is used for making ice cream,is used for making ice cream
it is used for making milkshakes,is used for making milkshakes
it is used for making margaritas,is used for making margaritas
it has a button on the top,has a button on the top
it has a button on the front,has a button on the front
it is worn by women,is worn by women
it is pink,is pink
it is made of cotton,is made of cotton
it has buttons,has buttons
it has long sleeves,has long sleeves
it has a collar,has a collar
it is loose fitting,is loose fitting
it is made of cloth,is made of cloth
it is a shirt,is a shirt
it is worn in the summer,is worn in the summer
it is made from blueberries,is made from blueberries
it is made from blueberries,is made from blueberries
it is made from blueberries,is made from blueberries
it is made from blueberries,is made from blueberries
it is made from blueberries,is made from blueberries
it is made from blueberries,is made from blueberries
it is made from blueberries,is made from blueberries
it is made from blueberries,is made from blueberries
it is made from blueberries,is made from blueberries
it is made of wood,is made of wood
it floats,floats
it is used for transportation,is used for transportation
it has sails,has sails
it has a motor,has a motor
it has oars,has oars
it has a rudder,has a rudder
it has an anchor,has an anchor
it is used for fishing,is used for fishing
it is used for sailing,is used for sailing
it is big,is big
it is used for transportation,is used for transportation
it explodes,explodes
it is dangerous,is dangerous
it is used in war,is used in war
it is made of chemicals,is made of chemicals
it can kill people,can kill people
it is used to make holes in the ground,is used to make holes in the ground
it will blow up,will blow up
it explodes when you light a fuse,explodes when you light a fuse
it is used to make holes in the ground,is used to make holes in the ground
it has a short fuse,has a short fuse
it is made from paper,is made from paper
it has pages,has pages
it is made from wood,is made from wood
it has a cover,has a cover
it has a title,has a title
it is small,is small
it is used for reading,is used for reading
it is written by an author,is written by an author
it has stories and information in it,has stories and information in it
it has pictures in it,has pictures in it
it is made of glass,is made of glass
it is used for storing liquids,is used for storing liquids
it is small,is small
it has a neck,has a neck
it has a lid,has a lid
it has a bottom,has a bottom
it is clear,is clear
it has a label,has a label
it can be recycled,can be recycled
it is made from flowers,is made from flowers
it is a bunch,is a bunch
it is a gift,is a gift
it is made for a special occasion,is made for a special occasion
it is colorful,is colorful
it is made from petals,is made from petals
it is given to someone you love,is given to someone you love
it is given on valentine 's day,is given on valentine 's day
it has thorns,has thorns
it has leaves,has leaves
it has stems,has stems
it has buds,has buds
it is made of plastic,is made of plastic
it is round,is round
it is used for eating cereal,is used for eating cereal
it is clear,is clear
it has a handle,has a handle
it is used for mixing food,is used for mixing food
it has a lid,has a lid
it has a spout,has a spout
it is used for serving food,is used for serving food
it has a handle,has a handle
it is used for serving soup,is used for serving soup
it is a container,is a container
it is used to store things,is used to store things
it has a lid,has a lid
it is rectangular,is rectangular
it has a handle,has a handle
it is used to store things,is used to store things
it is made of wood,is made of wood
it is worn on the chest,is worn on the chest
it is worn by women,is worn by women
it holds up breasts,holds up breasts
it is made of elastic,is made of elastic
it is made of cotton,is made of cotton
it is made of polyester,is made of polyester
it is made of nylon,is made of nylon
it is worn under clothes,is worn under clothes
it has cups,has cups
it has underwire,has underwire
it has shoulder straps,has shoulder straps
it has a back closure,has a back closure
it is made from wheat,is made from wheat
it is baked,is baked
it is used for sandwiches,is used for sandwiches
it is brown,is brown
it is made into toast,is made into toast
it is used for sandwiches,is used for sandwiches
it has holes,has holes
it has a crust,has a crust
it has yeast,has yeast
it is made from flour,is made from flour
it is sliced,is sliced
it tastes good,tastes good
it is a food,is a food
it is made of clay,is made of clay
it is used for building houses,is used for building houses
it has a rectangular shape,has a rectangular shape
it is heavy,is heavy
it is used for making houses,is used for making houses
it has a flat side,has a flat side
it is rectangular in shape,is rectangular in shape
it has holes in it,has holes in it
it is made of clay,is made of clay
it is green,is green
it is a vegetable,is a vegetable
it is eaten raw,is eaten raw
it grows on trees,grows on trees
it is healthy,is healthy
it has flowers,has flowers
it has leaves,has leaves
it has white flowers,has white flowers
it has yellow flowers,has yellow flowers
it is bitter,is bitter
it tastes good with cheese,tastes good with cheese
