feature,changed_feature
it is worn for warmth and it has a pattern,it has a pattern
it has a tail and it is small,it has a tail
it has a tail and it is small,it is small
it is associated with knights and it is used in sports,it is associated with knights
it is associated with knights and it is used in sports,it is used in sports
it is fast and it is used for transportation,it is fast
it is fast and it is used for transportation,it is used for transportation
it is used for keeping warm and it is worn on the outside,it is used for keeping warm
it is used for keeping warm and it is worn on the outside,it is worn on the outside
it is used for construction work and it is used for gardening,it is used for construction work
it is used for construction work and it is used for gardening,it is used for gardening
it is edible and its babies are called shrimplets,it is edible and its babies are called shrimplets
it is edible and its babies are called shrimplets,it is edible and its babies are called shrimplets
it is white and it has cabinets,it is white
it is white and it has cabinets,it has cabinets
it is long and thin,it is long
it is long and thin,it is thin
it has bearings and it is used in competitions,it has bearings
it has bearings and it is used in competitions,it is used in competitions
it has frills and it is made of cloth,it has frills
it has frills and it is made of cloth,it is made of cloth
it is black and white,it is black
it is black and white,it is white
it is furry and it is brown,it is furry
it is furry and it is brown,it is brown
it lives in water and it is an animal,it lives in water
it lives in water and it is an animal,it is an animal
it has a blade and it is flat,it has a blade
it has a blade and it is flat,it is flat
it is long and thin,it is long
it is long and thin,it is thin
it is made of wood and it has a handle,it is made of wood
it is made of wood and it has a handle,it has a handle
it is black and it is a bug,it is black
it is black and it is a bug,it is a bug
it is small and it is eaten raw,it is small
it is small and it is eaten raw,it is eaten raw
it has a handle and it is small,it has a handle
it has a handle and it is small,it is small
it is pink and it is found in the deep sea,it is pink
it is pink and it is found in the deep sea,it is found in the deep sea
it is small and it has a bushy tail,it is small
it is small and it has a bushy tail,it has a bushy tail
it is made of wood and it is long,it is made of wood
it is made of wood and it is long,it is long
it has a spout and it is made of plastic,it has a spout
it has a spout and it is made of plastic,it is made of plastic
it tastes sweet and it is small,it tastes sweet
it tastes sweet and it is small,it is small
it can be used for rescue operations and it can be used to destroy ships,it can be used for rescue operations
it can be used for rescue operations and it can be used to destroy ships,it can be used to destroy ships
it is long and it is thin,it is long
it is long and it is thin,it is thin
it is associated with love and romance and it is elegant,it is associated with love and romance
it is associated with love and romance and it is elegant,it is elegant
it is associated with love and romance,it is associated with love and romance
it has buttons and it has a zipper,it has buttons
it has buttons and it has a zipper,it has a zipper
it has a bottom and a top,it has a bottom and a top
it has a bottom and a top,it has a bottom and a top
it has a guard and it has a point,it has a guard
it has a guard and it has a point,it has a point
it is made of wood and it has a surface,it is made of wood
it is made of wood and it has a surface,it has a surface
it is fast and it is used for transportation,it is fast
it is fast and it is used for transportation,it is used for transportation
it is white and it has stakes,it is white
it is white and it has stakes,it has stakes
it is not very big and it comes in different colors,it is not very big
it is not very big and it comes in different colors,it comes in different colors
it is used for sewing and it is worn on a finger,it is used for sewing
it is used for sewing and it is worn on a finger,it is worn on a finger
it has a mouth and it roars,it has a mouth
it has a mouth and it roars,it roars
it eats insects and it is slow,it eats insects
it eats insects and it is slow,it is slow
it has a cord and it plugs into the wall,it has a cord
it has a cord and it plugs into the wall,it plugs into the wall
it has paper inside of it and it has water inside of it,it has paper inside of it
