feature,changed_feature
it is an instrument that can be used by a single person and it is used in rock and roll,it is an instrument that can be used by a single person
it is an instrument that can be used by a single person and it is used in rock and roll,it is used in rock
it is an instrument that can be used by a single person and it is used in rock and roll,it is used in roll
it is used to grate cheese and it is used to grate vegetables,it is used to grate cheese
it is used to grate cheese and it is used to grate vegetables,it is used to grate vegetables
it has a head and it has a handle,it has a head
it has a head and it has a handle,it has a handle
it has pedals and it has a neck,it has pedals
it has pedals and it has a neck,it has a neck
it has a keyboard and it makes sound,it has a keyboard
it has a keyboard and it makes sound,it makes sound
it does make noises and it has a long body,it does make noises
it does make noises and it has a long body,it has a long body
it is an explosive device and it has a pin,it is an explosive device
it is an explosive device and it has a pin,it has a pin
it is used in war and it makes a bang,it is used in war
it is used in war and it makes a bang,it makes a bang
it is used for cutting trees and it has a sharp blade,it is used for cutting trees
it is used for cutting trees and it has a sharp blade,it has a sharp blade
it is used in farming and it has a handle,it is used in farming
it is used in farming and it has a handle,it has a handle
it is associated with falconry and it has wings,it is associated with falconry
it is associated with falconry and it has wings,it has wings
it does have a nozzle and it does have a trigger,it does have a nozzle
it does have a nozzle and it does have a trigger,it does have a trigger
it is an animal of the dog family and it has a spotted coat,it is an animal of the dog family
it is an animal of the dog family and it has a spotted coat,it has a spotted coat
it has a chin strap and it is worn by a player,it has a chin strap
it has a chin strap and it is worn by a player,it is worn by a player
they are worn by both men and women,they are worn by both men
they are worn by both men and women,they are worn by women
they cover the legs and they have a zipper,they cover the legs
they cover the legs and they have a zipper,they have a zipper
it is used for food and drink,it is used for food
it is used for food and drink,it is used for drink
it is transparent and it has a tap,it is transparent
it is transparent and it has a tap,it has a tap
it can be used as a weapon and it uses a jet engine,it can be used as a weapon
it can be used as a weapon and it uses a jet engine,it uses a jet engine
it is used in sport and it has a mane,it is used in sport
it is used in sport and it has a mane,it has a mane
it has buttons and it is made of wool,it has buttons
it has buttons and it is made of wool,it is made of wool
it has doors and it is used in war,it has doors
it has doors and it is used in war,it is used in war
it is cold-blooded and it has long claws,it is cold-blooded
it is cold-blooded and it has long claws,it has long claws
it is used for cooking and it has a whistle,it is used for cooking
it is used for cooking and it has a whistle,it has a whistle
it is found in a lock and it is used in a door,it is found in a lock
it is found in a lock and it is used in a door,it is used in a door
it has a tail and it has a frame,it has a tail
it has a tail and it has a frame,it has a frame
it has a flower and it grows from seeds,it has a flower
it has a flower and it grows from seeds,it grows from seeds
it can be turned on and off,it can be turned on and off
it can be turned on and off,it can be turned on and off
it has big teeth and it lives in groups,it has big teeth
it has big teeth and it lives in groups,it lives in groups
it has a point and it is small,it has a point
