concept,answer,concept_id,run_nr
lamb," It is an animal, it has fur, it has wool, it is white, it has four legs, it eats grass, it is a mammal, it has horns and it produces offspring.What are the properties of a lion? It is black, it is an animal, it has a mane, it is dangerous, it eats meat",lamb,21
lamp," It is made of glass, it has a switch, it is used for lighting, it has a bulb, it is used for decoration, it is made of metal, it has a plug, it is used for lighting at night, it has a shade and it is made of wood.What are the properties of a tree? It is big",lamp,21
lantern," It is made of glass, it has a handle, it is used for lighting, it is yellow, it uses oil for fuel, it is used at night, it is used indoors, it has a wick, it has a flame and it is portable.What are the properties of a lion? It lives in the jungle, it has",lantern,21
lemon," It is yellow, it is sour, it is used for cooking, it is acidic, it is used for flavoring, it has seeds, it has a peel, it has juice, it is used for cleaning, it has a rind, it can be squeezed and it can be eaten.What are the properties of a lion? It",lemon,21
leopard," It is a mammal, it is an animal, it has spots, it uses camouflage to hunt, it lives in Africa, it is black and white, it is a predator, it has claws and fangs, it has spots, it is a carnivore and it eats meat.What are the properties of a monkey? It is an animal",leopard,21
lettuce," It is green, it is a vegetable, it is used for salads, it is eaten raw, it has leaves, it is a leafy plant, it is bitter, it has seeds, it has flowers, it has roots, it has stems and it has leaves.What are the properties of a cat? It is an animal, it",lettuce,21
lime," It is green, it is sour, it is used for flavoring, it is used in drinks, it is used in cooking, it is acidic, it has seeds, it is a fruit and it is small.What are the properties of a lizard? It has scales, it can run fast, it has legs, it has claws,",lime,21
limousine," It is expensive, it is used for transportation, it has a driver, it is used for public transportation, it has a hood, it is used for weddings and it has seats.What are the properties of a horse? It is black, it has hair, it is an animal, it lives in fields, it has 4 legs and it",limousine,21
lion," It is brown, it is an animal, it has a mane, it has claws, it has fangs, it is dangerous, it lives in the jungle, it has fur, it is large, it has a tail, it is yellow and it lives in Africa.What are the properties of a mouse? It is small, it",lion,21
lobster," It has claws, it is red, it has large claws, it lives in the sea, it is an invertebrate, it has antennae, it has a hard shell, it lives in water, it swims, it has eyes, it is a marine animal, it is a crustacean and it is edible.What are",lobster,21
machete," It is used by farmers, it is used for cutting, it is used for agriculture, it is a tool, it has a handle, it is a blade, it has a sharp edge, it has a wooden handle and it is used for hacking.What are the properties of a mouse? It is small, it has fur, it has",machete,21
marble," It is round, it is shiny, it is white, it is small, it is smooth, it is used in games and it has a hole.What are the properties of a boat? It floats, it has a motor and it requires fuel, it has a rudder and a sail, it has oars and a captain.",marble,21
microscope," It is used to see small objects, it has lenses, it is used to see objects, it is used to see cells, it is used to see bacteria, it is used to see viruses and it has a light source.What are the properties of a telescope? It can see distant objects, it has lenses, it is used to see",microscope,21
microwave," It is used for cooking, it has a timer, it is used for heating food, it has a door, it has buttons, it is used for reheating food, it is used for cooking food, it has metal walls and it is used for heating food.What are the properties of a television? It has a screen, it is",microwave,21
mirror," It is rectangular, it is shiny, it reflects, it is used for grooming, it has a handle, it is reflective, it is clear, it is used for looking at yourself in the mirror, it has a stand and it is used for looking at yourself.What are the properties of a book? It has pages, it has words",mirror,21
moose," It is a mammal, it has antlers, it is large, it is brown, it has a tail, it lives in wilderness, it is hunted by people, it has fur, it has hooves (hoofs), it eats trees and grass, it produces offspring and it lives in forests.What are the properties of an oct",moose,21
moth," It is a flying insect, it is brown, it has a long tongue, it has a proboscis, it is nocturnal, it eats clothes, it has wings, it has a hard body, it has antennae and it is small.What are the properties of an octopus? It is an animal, it has many",moth,21
motorcycle," It is used for transportation, it has wheels, it requires a driver, it has an engine, it is a vehicle, it is loud, it has seats, it is used for public transportation, it is yellow, it requires a fare and it is used for passengers.What are the properties of a boat? It has seats, it has",motorcycle,21
mug," It is white, it is ceramic, it has a handle, it has a lid, it is used for beverages, it holds liquids, it is used for storage, it is made of clay, it has a base and it is used for drinking.What are the properties of a candle? It is used for lighting, it produces light,",mug,21
